bucket,name,prompt_ix,prompt,base_tokens_emitted,srb_tokens_emitted,tokens_emitted_delta,tokens_emitted_pct,base_wall_time_s,srb_wall_time_s,wall_time_s_delta,wall_time_s_pct,base_avg_entropy,srb_avg_entropy,avg_entropy_delta,avg_entropy_pct,base_stop_reason,srb_stop_reason
code,code_000,0,Write Python code to implement Dijkstra’s shortest path and then explain how it works in detailed comments.,768,768,0,0.0,118.79888582229614,106.2222158908844,-12.576669931411743,-10.586521787943703,0.1278865302447229,0.1425530426204204,0.014666512375697494,11.468379310652765,max_tokens,cap_safety
code,code_001,1,Write a Python function that parses a simple CSV into rows and computes column averages; include tests and explanations.,768,627,-141,-18.359375,120.52672791481018,76.54368305206299,-43.98304486274719,-36.4923578559562,0.1285647357193132,0.1750488555982732,0.046484119878960006,36.156197590951905,max_tokens,eos_token
code,code_002,2,"Write a Python script that fetches JSON from a local file, validates a schema, and prints a summary; include docstrings.",428,604,176,41.1214953271028,54.714988231658936,65.81796503067017,11.10297679901123,20.292386342115446,0.1625678593588766,0.1295248023326823,-0.03304305702619431,-20.32570100664863,eos_token,eos_token
code,code_003,3,Implement a basic LRU cache class in Python and explain the time complexities in comments.,435,457,22,5.057471264367816,53.39460778236389,40.0911431312561,-13.303464651107788,-24.91537105269624,0.3137259528554719,0.1677691837369221,-0.1459567691185498,-46.5236515468612,eos_token,eos_token
code,code_004,4,Write a Python function to compute TF‑IDF scores for a tiny corpus and explain each step inline.,657,614,-43,-6.54490106544901,78.66877698898315,78.6877372264862,0.018960237503051758,0.024101350279929948,0.267826757474577,0.2429856579350338,-0.02484109953954322,-9.275062646382978,eos_token,eos_token
code,code_005,5,"Implement mergesort and quicksort in Python, compare their performance on random arrays, and explain results.",768,668,-100,-13.020833333333334,116.62656688690186,82.19307708740234,-34.43348979949951,-29.52456778813634,0.2373528458022823,0.2549575361226475,0.017604690320365185,7.417096795641581,max_tokens,eos_patience_fallback
code,code_006,6,Write a Python function to detect palindromic substrings (expand‑around‑center) and explain complexity.,634,397,-237,-37.381703470031546,89.16986322402954,45.33509302139282,-43.83477020263672,-49.15872764378549,0.1959087826100057,0.2398741652142791,0.043965382604273406,22.44176193560194,eos_token,eos_token
code,code_007,7,Write a Python script that reads a text file and outputs the top 20 most frequent bigrams; explain choices.,594,500,-94,-15.824915824915825,68.40305209159851,60.619507789611816,-7.783544301986694,-11.378942991555045,0.1919865918279898,0.2036682852506637,0.011681693422673889,6.08464024047059,eos_token,eos_token
code,code_008,8,Implement a simple Naive Bayes text classifier from scratch in Python with comments.,726,709,-17,-2.3415977961432506,107.57722282409668,95.59482979774477,-11.982393026351915,-11.138410819495451,0.2670231986965358,0.185602900087413,-0.08142029860912278,-30.491844531326517,eos_token,eos_token
code,code_009,9,Write a Python function to validate IPv4 addresses using regex and explain edge cases.,597,591,-6,-1.0050251256281406,81.61540603637695,70.81265306472778,-10.80275297164917,-13.23616887580545,0.2473051055791589,0.2132007076252132,-0.03410439795394571,-13.790414020801267,eos_token,eos_token
code,code_010,10,Implement a basic event emitter pattern in Python and document usage with an example.,481,545,64,13.305613305613306,61.06787586212158,61.817821979522705,0.749946117401123,1.2280533861933296,0.1653378060602596,0.251550315826311,0.08621250976605138,52.14325254481123,eos_token,eos_token
code,code_011,11,Write a Python function to convert infix expressions to postfix (Shunting Yard) and comment each step.,548,609,61,11.13138686131387,74.51155209541321,73.52218079566956,-0.9893712997436523,-1.3278092750997146,0.187960140787772,0.1328633232852704,-0.055096817502501616,-29.313032684260477,eos_token,eos_token
code,code_012,12,Implement binary search tree insert/search/delete in Python with docstrings and complexity notes.,768,672,-96,-12.5,112.97126603126526,87.17671990394592,-25.794546127319336,-22.832837971542773,0.100848139108469,0.0809519025718882,-0.019896236536580805,-19.72890795256128,max_tokens,eos_token
code,code_013,13,Write a Python script that loads a CSV of expenses and outputs monthly totals; include CLI parsing and help.,467,490,23,4.925053533190578,60.30878591537475,54.98382782936096,-5.324958086013787,-8.829489775313608,0.2330681790121107,0.1777565652010392,-0.0553116138110715,-23.73194575317697,eos_token,eos_token
code,code_014,14,Write a Python function to compute edit distance (Levenshtein) and explain dynamic programming states.,723,576,-147,-20.33195020746888,102.63362193107604,72.22463417053223,-30.40898776054381,-29.62868033729246,0.1781016578318172,0.1539421949742568,-0.024159462857560404,-13.564984824775959,eos_token,eos_token
creative,creative_000,0,Write a scene (~500–800 words) where two strangers share an umbrella and reveal a secret without saying it directly.,737,721,-16,-2.1709633649932156,107.63443279266356,96.09421420097352,-11.540218591690035,-10.721679198997576,0.6146757838036991,0.5727072944257527,-0.041968489377946394,-6.827744069928955,eos_token,eos_token
creative,creative_001,1,Write a city vignette at midnight where the streetlights are unreliable and memories spill onto the pavement.,473,379,-94,-19.873150105708245,62.196544885635376,36.0719199180603,-26.124624967575073,-42.00333799186439,0.7241020123247869,0.7137014493149629,-0.010400563009823949,-1.436339470516332,eos_token,eos_token
creative,creative_002,2,Write a short story opening where time is a library and everyone owes late fees for their past choices.,453,679,226,49.88962472406181,44.4806969165802,76.11498022079468,31.634283304214478,71.11912694070848,0.848914667996876,0.6753616117939507,-0.17355305620292527,-20.44411090368437,eos_token,eos_token
creative,creative_003,3,Write a travel diary entry from a future Mars settler describing the first dust storm from inside a dome.,442,555,113,25.565610859728505,53.61211085319519,55.958255767822266,2.346144914627075,4.376147249735176,0.6520784139902883,0.6510491340010016,-0.0010292799892867022,-0.15784604538404973,eos_token,eos_token
creative,creative_004,4,Write a micro‑fiction in epistolary form (letters) between a lighthouse and the ships it guides.,490,375,-115,-23.46938775510204,61.39949893951416,36.79389524459839,-24.60560369491577,-40.074600151306164,0.6393920174666814,0.7011184097892622,0.061726392322580814,9.653919760704138,eos_token,eos_patience_fallback
creative,creative_005,5,Write a dreamlike description of an abandoned train station that still remembers every arrival.,534,498,-36,-6.741573033707865,59.87841486930847,52.90623879432678,-6.9721760749816895,-11.643888854104215,0.70523556028859,0.7286264387718645,0.02339087848327448,3.316746885778516,eos_token,eos_token
creative,creative_006,6,Write a scene where a chef explains flavor like a physicist and a musician takes notes.,505,691,186,36.83168316831683,60.62658405303955,85.19969630241394,24.57311224937439,40.53190961225268,0.5207934941395674,0.5020849613308389,-0.01870853280872853,-3.592313079801037,eos_token,eos_token
creative,creative_007,7,Write a fable about a river that forgets its source and must learn the names of its tributaries again.,665,653,-12,-1.8045112781954888,95.11547899246216,81.4263710975647,-13.689107894897461,-14.39209268554734,0.4785422886224618,0.533888858182507,0.05534656956004519,11.565659060010466,eos_token,eos_token
creative,creative_008,8,Write a monologue from a cartographer who maps places that no longer exist.,480,553,73,15.208333333333332,61.48290991783142,61.30885982513428,-0.17405009269714355,-0.2830869471366142,0.6723877806216478,0.6528466065796547,-0.01954117404199318,-2.9062357474620715,eos_token,eos_token
creative,creative_009,9,Write a passage where a city’s pigeons carry rumors between rooftops like couriers of the wind.,529,406,-123,-23.251417769376182,68.52146506309509,43.01278018951416,-25.508684873580933,-37.227290528730435,0.7567287826583156,0.7815866336740297,0.02485785101571414,3.284908884843906,eos_token,eos_token
creative,creative_010,10,Write a scene set in a museum at night where the exhibits hold a union meeting.,494,533,39,7.894736842105263,51.49223804473877,57.44555306434631,5.953315019607544,11.561577522489966,0.6517546123821243,0.7567588733911067,0.10500426100898241,16.111011570013765,eos_token,eos_token
creative,creative_011,11,Write a letter from a glacier to the ocean about separation and eventual reunion.,425,382,-43,-10.117647058823529,51.57935690879822,31.244041919708252,-20.335314989089966,-39.42529765356815,0.6877364122166353,0.6379667500238768,-0.04976966219275847,-7.236735078828595,eos_token,eos_token
creative,creative_012,12,Write a story seed where a watchmaker repairs time for people who can’t heal otherwise.,768,692,-76,-9.895833333333332,98.8473870754242,88.10222578048706,-10.745161294937134,-10.87045557080652,0.6163458218021939,0.6928115836802246,0.07646576187803067,12.406308142796352,max_tokens,eos_token
creative,creative_013,13,Write a description of music that looks like rain; keep it synesthetic and precise.,326,288,-38,-11.65644171779141,38.766560792922974,22.990612983703613,-15.77594780921936,-40.694731455516006,0.7737718608481753,0.7384645796070496,-0.0353072812411257,-4.5630092056363205,eos_token,eos_token
creative,creative_014,14,Write a parable about a library card that opens doors in the real world.,658,535,-123,-18.693009118541035,79.7996129989624,67.10665535926819,-12.692957639694214,-15.906039093020732,0.5921573149759356,0.549589271300307,-0.04256804367562861,-7.188637647304671,eos_token,eos_token
essays,essays_000,0,Write a short essay (~400–600 words) explaining how scientific consensus forms and why it sometimes shifts.,607,614,7,1.1532125205930808,71.5162239074707,76.10430002212524,4.588076114654541,6.415433958860435,0.4963178887987844,0.44192179104681,-0.054396097751974404,-10.959930919199145,eos_token,eos_patience_fallback
essays,essays_001,1,"Write an essay on ethical AI: balancing innovation, transparency, and societal risk (400–600 words).",567,526,-41,-7.231040564373897,73.79297590255737,63.84355688095093,-9.949419021606445,-13.48288085676951,0.453579445364614,0.4323370762650957,-0.021242369099518266,-4.683274190796365,eos_token,eos_token
essays,essays_002,2,Write a reflective essay on the role of public libraries in digital literacy (400–600 words).,528,520,-8,-1.5151515151515151,70.29273319244385,214.4847481250763,144.19201493263245,205.13075588890666,0.4953452222275011,0.4978633473698909,0.0025181251423898043,0.5083576119026915,eos_token,eos_token
essays,essays_003,3,"Write an essay comparing renewable energy sources (solar, wind, hydro) with key trade‑offs (400–600 words).",632,611,-21,-3.322784810126582,92.02156281471252,77.37550282478333,-14.6460599899292,-15.91590008030984,0.5337512512938886,0.5014239825710728,-0.03232726872281577,-6.056616943651167,eos_token,eos_token
essays,essays_004,4,Write an essay on how pandemics have historically shaped cities and culture (400–600 words).,646,625,-21,-3.2507739938080498,90.99947190284728,78.71606683731079,-12.283405065536485,-13.49832565913182,0.5121231521984372,0.5123334612846374,0.00021030908620023325,0.041066115698425366,eos_token,eos_token
essays,essays_005,5,Write an essay about the value of failure in engineering and research (400–600 words).,585,502,-83,-14.188034188034187,79.05848908424377,458.50696301460266,379.4484739303589,479.959177471787,0.5199574480708847,0.4288673063673346,-0.09109014170355012,-17.518768514905855,eos_token,eos_token
essays,essays_006,6,Write an essay on ocean plastic pollution causes and realistic mitigation strategies (400–600 words).,707,578,-129,-18.246110325318245,103.84647393226624,74.89533305168152,-28.951140880584717,-27.878790472431515,0.4638727968282038,0.4451309460050919,-0.018741850823111916,-4.040299614735329,eos_token,eos_token
essays,essays_007,7,Write an essay tracing the evolution of programming paradigms from procedural to functional (400–600 words).,694,589,-105,-15.129682997118154,102.47248220443726,73.47347116470337,-28.999011039733887,-28.29931550001838,0.3654232308569147,0.4127217572694723,0.04729852641255761,12.94349193444624,eos_token,eos_token
essays,essays_008,8,Write an essay on space exploration’s economic and cultural impacts beyond scientific discovery (400–600 words).,590,596,6,1.0169491525423728,79.86288928985596,73.3622362613678,-6.500653028488159,-8.139766900862503,0.566092205855806,0.4312191205536759,-0.1348730853021301,-23.825285687908718,eos_token,eos_token
essays,essays_009,9,Write an essay explaining cognitive biases that affect decision‑making at work (400–600 words).,732,615,-117,-15.983606557377051,107.76861095428468,79.85205698013306,-27.916553974151626,-25.904160522207896,0.4713973302821644,0.4337561862255499,-0.037641144056614506,-7.985014262614436,eos_token,eos_token
essays,essays_010,10,Write an essay on how open‑source communities sustain long‑term projects (400–600 words).,600,609,9,1.5,82.5563337802887,80.06177806854248,-2.494555711746216,-3.0216406149830997,0.5770106718937555,0.5885388248367989,0.011528152943043324,1.9979098315821084,eos_token,eos_patience_fallback
essays,essays_011,11,Write an essay on the future of work in an era of automation and AI augmentation (400–600 words).,648,608,-40,-6.172839506172839,93.25044083595276,77.97208189964294,-15.278358936309814,-16.38422167160333,0.4519291902765815,0.5714944633410165,0.11956527306443498,26.456638702904055,eos_token,eos_token
essays,essays_012,12,Write an essay on biodiversity loss and the concept of planetary boundaries (400–600 words).,559,593,34,6.082289803220036,76.02515006065369,73.06525182723999,-2.9598982334136963,-3.8933145558440296,0.4262967091553539,0.4355572759602564,0.009260566804902504,2.1723289450793546,eos_token,eos_token
essays,essays_013,13,Write an essay about the art and science of data visualization (400–600 words).,626,606,-20,-3.1948881789137378,86.18097114562988,78.13841700553894,-8.042554140090942,-9.332169309743001,0.4232717828628735,0.4835765110974264,0.06030472823455291,14.247282875005563,eos_token,eos_token
essays,essays_014,14,Write an essay on the history of cryptography from Caesar cipher to public‑key crypto (400–600 words).,649,719,70,10.785824345146379,93.34524011611938,97.20871591567992,3.8634757995605327,4.138910344817213,0.3807715369483171,0.4052825817146619,0.024511044766344803,6.437205092268158,eos_token,eos_token
essays,essays_015,15,Write an essay on urban design principles that make streets safer for pedestrians (400–600 words).,567,570,3,0.5291005291005291,80.04651713371277,69.2518949508667,-10.79462218284607,-13.485436430437463,0.5627020984309902,0.4829019572651177,-0.07980014116587247,-14.181596512325637,eos_token,eos_token
essays,essays_016,16,Write an essay about the ethics of gene editing in humans (400–600 words).,630,565,-65,-10.317460317460316,86.55338096618652,71.66648483276367,-14.886896133422852,-17.199670269655506,0.429973916780381,0.5618196756438871,0.13184575886350614,30.66366440335714,eos_token,eos_token
essays,essays_017,17,Write an essay on memory and learning strategies supported by cognitive science (400–600 words).,768,768,0,0.0,122.74033784866332,105.68843388557434,-17.051903963088975,-13.892665004811763,0.3872398489620536,0.3703164414037019,-0.0169234075583517,-4.370264993056037,max_tokens,cap_safety
essays,essays_018,18,Write an essay explaining how supply chains adapt to shocks and shortages (400–600 words).,647,624,-23,-3.554868624420402,85.6151659488678,81.39034128189087,-4.224824666976929,-4.934668548677617,0.5503643752986902,0.4480735685389775,-0.1022908067597127,-18.586015256564906,eos_token,eos_token
essays,essays_019,19,Write an essay on climate adaptation for coastal cities (400–600 words).,567,589,22,3.880070546737213,76.42954802513123,71.57236409187317,-4.857183933258057,-6.355112726377682,0.4563805352653355,0.4709199431189454,0.01453940785360991,3.1858080549287293,eos_token,eos_token
procedures,procedures_000,0,"Explain step‑by‑step how to bake a sourdough loaf at home, including starter maintenance.",768,768,0,0.0,123.72622203826904,106.74100494384766,-16.985217094421387,-13.728065736273582,0.1835759575478732,0.1586857972045739,-0.0248901603432993,-13.558507702082071,max_tokens,cap_safety
procedures,procedures_001,1,Explain how to migrate a small website from a shared host to a cloud VM with minimal downtime.,695,737,42,6.043165467625899,94.2653739452362,101.25977683067322,6.994402885437012,7.419906793665756,0.4329100849817125,0.3960374409340453,-0.036872644047667213,-8.517390868643043,eos_token,eos_token
procedures,procedures_002,2,Explain how to set up a home Wi‑Fi network securely for a non‑technical person.,611,620,9,1.4729950900163666,84.58732223510742,76.24948787689209,-8.337834358215332,-9.857073303539059,0.3716741140852583,0.3835610037849795,0.011886889699721181,3.1982022016724168,eos_token,eos_token
procedures,procedures_003,3,"Explain how to prepare for a long‑distance hike: gear, training, nutrition, and safety.",768,768,0,0.0,115.58094692230225,103.60091400146484,-11.980032920837402,-10.365058636256736,0.3716687961326291,0.3735025246472408,0.001833728514611721,0.49337704259610743,max_tokens,cap_safety
procedures,procedures_004,4,Explain how to safely jump‑start a car and what common mistakes to avoid.,742,754,12,1.6172506738544474,104.59240698814392,103.646625995636,-0.9457809925079204,-0.9042539699991123,0.3057661871061813,0.3133275599789556,0.007561372872774308,2.472926435828734,eos_token,eos_token
procedures,procedures_005,5,Explain how to create and follow a monthly personal budget with simple categories.,576,638,62,10.76388888888889,78.9242377281189,81.08162212371826,2.1573843955993652,2.733487782335259,0.2513730154476232,0.2301927682561186,-0.021180247191504603,-8.425823732029732,eos_token,eos_token
procedures,procedures_006,6,Explain how to back up family photos reliably across devices and cloud services.,634,719,85,13.406940063091483,88.26373195648193,94.28858304023744,6.024851083755507,6.825964583874648,0.4323282194814471,0.3595787276810498,-0.0727494918003973,-16.82737524921601,eos_token,eos_token
procedures,procedures_007,7,"Explain how to host a small community event: planning, permits, logistics, and accessibility.",675,665,-10,-1.4814814814814816,92.986496925354,85.83696794509888,-7.149528980255127,-7.688781937870501,0.3840504829971878,0.4149386092236167,0.03088812622642889,8.042725525397938,eos_token,eos_token
procedures,procedures_008,8,"Explain how to start a small vegetable garden on a balcony: soil, containers, and watering.",564,538,-26,-4.609929078014184,79.78200817108154,63.50005292892456,-16.281955242156982,-20.40805391516665,0.3411096223491303,0.2736442224243759,-0.06746539992475437,-19.778216592114372,eos_token,eos_token
procedures,procedures_009,9,"Explain how to negotiate a job offer: salary, benefits, and growth opportunities.",697,729,32,4.591104734576758,100.86071014404295,98.68429780006409,-2.1764123439788676,-2.157839599652483,0.460405468000059,0.4283949157992181,-0.03201055220084087,-6.952687234556643,eos_token,eos_token
procedures,procedures_010,10,Explain how to assemble a basic emergency kit for a household of two for 72 hours.,530,650,120,22.641509433962266,72.20735883712769,81.98924684524536,9.781888008117676,13.546940596708282,0.2601531523578572,0.3290076866316325,0.0688545342737753,26.466922906650588,eos_token,eos_patience_fallback
procedures,procedures_011,11,Explain how to set up two‑factor authentication across common services and why it matters.,614,676,62,10.097719869706841,85.55905175209045,83.92184114456177,-1.6372106075286865,-1.9135445917195837,0.372415307096239,0.3680248061228081,-0.004390500973430911,-1.178926024191676,eos_token,eos_token
procedures,procedures_012,12,"Explain how to plan an affordable international trip: flights, lodging, phones, and money.",712,723,11,1.544943820224719,102.7309021949768,97.15270709991456,-5.578195095062242,-5.429909575285514,0.3299822731969062,0.347090780982338,0.01710850778543177,5.184674806826009,eos_token,eos_token
procedures,procedures_013,13,Explain how to build a weekly meal plan and grocery list for a family of four.,768,768,0,0.0,115.82906103134157,105.09086203575134,-10.738198995590224,-9.270729556103914,0.3143863525086393,0.3541958560235798,0.0398095035149405,12.662605484392502,max_tokens,cap_safety
procedures,procedures_014,14,"Explain how to troubleshoot a slow laptop: diagnostics, cleanup, and upgrades.",632,768,136,21.518987341772153,86.70092391967773,103.8325400352478,17.13161611557007,19.759438932209417,0.4144094360968735,0.3297181920303653,-0.08469124406650819,-20.43661091894407,eos_token,cap_safety
summaries,summaries_000,0,Summarize the main causes and consequences of the 2008 global financial crisis in 6–8 sentences.,192,212,20,10.416666666666668,25.10134196281433,17.079833030700684,-8.021508932113647,-31.95649437387405,0.6309310806294283,0.5082144759735971,-0.12271660465583112,-19.450080749454727,eos_token,eos_token
summaries,summaries_001,1,Summarize the core ideas of natural selection and evolution for a non‑technical reader in ~150–250 words.,280,267,-13,-4.642857142857143,24.411170959472656,21.141839027404785,-3.269331932067871,-13.39276979992318,0.455463584618909,0.4762809691804178,0.020817384561508778,4.570592526936461,eos_token,eos_token
summaries,summaries_002,2,Summarize the plot and themes of Mary Shelley's 'Frankenstein' with attention to scientific ethics.,517,735,218,42.16634429400386,50.53927803039551,89.94970512390137,39.41042709350586,77.9797983457609,0.5104269945644548,0.4369350400911707,-0.07349195447328416,-14.398132398149228,eos_token,eos_token
summaries,summaries_003,3,"Summarize the greenhouse effect and its role in climate change, including at least two feedback loops.",479,411,-68,-14.19624217118998,54.7681200504303,40.08412003517151,-14.684000015258789,-26.811217916075652,0.3763148427507324,0.3813481960273427,0.005033353276610308,1.337537802075045,eos_token,eos_token
summaries,summaries_004,4,Summarize the history and impact of the internet from ARPANET to modern cloud platforms in ~200 words.,313,305,-8,-2.5559105431309903,28.67920517921448,24.79516887664795,-3.884036302566532,-13.543040256155784,0.3776044942700444,0.4439622255622363,0.06635773129219191,17.573342557924136,eos_token,eos_token
summaries,summaries_005,5,"Summarize how vaccines work and why herd immunity matters, including common misconceptions.",611,464,-147,-24.058919803600652,69.94761180877686,55.06381392478943,-14.883797883987427,-21.278493288200934,0.4235868293993212,0.5135680344598047,0.08998120506048352,21.242682447913644,eos_token,eos_token
summaries,summaries_006,6,Summarize the key contributions of Ada Lovelace and Alan Turing to computing history.,575,476,-99,-17.217391304347824,73.04504489898682,54.68878412246704,-18.356260776519775,-25.130056120718997,0.3450246683410976,0.404586713103687,0.05956204476258942,17.263126445122847,eos_token,eos_token
summaries,summaries_007,7,Summarize how CRISPR‑Cas9 gene editing works and list two potential risks and two benefits.,393,446,53,13.486005089058525,45.337055921554565,40.77674198150635,-4.560313940048218,-10.05869006566902,0.5182351621659355,0.449379407637857,-0.06885575452807846,-13.28658484698329,eos_token,eos_token
summaries,summaries_008,8,"Summarize the causes of Roman Empire decline, separating economic, military, and political factors.",601,632,31,5.158069883527454,72.866201877594,85.3559319972992,12.4897301197052,17.140635572973007,0.5301250564476813,0.6042000134534473,0.07407495700576605,13.973109949213766,eos_token,eos_token
summaries,summaries_009,9,"Summarize how modern search engines rank results, mentioning crawling, indexing, and ranking signals.",660,459,-201,-30.454545454545457,98.66951179504396,56.835957050323486,-41.83355474472047,-42.397650483583035,0.4652913669745127,0.4363131245486756,-0.028978242425837075,-6.227977667899525,eos_token,eos_patience_fallback
summaries,summaries_010,10,Summarize the basics of blockchain and contrast proof‑of‑work vs proof‑of‑stake in plain language.,616,625,9,1.461038961038961,82.49206709861755,79.92852997779846,-2.563537120819092,-3.1076165393630353,0.3623753247129452,0.3600242714881897,-0.002351053224755484,-0.6487895462026465,eos_token,eos_token
summaries,summaries_011,11,Summarize the science of sleep stages and why REM sleep is important for memory.,517,540,23,4.448742746615087,69.53038907051086,61.410764932632446,-8.119624137878418,-11.677806274957408,0.3492126610108454,0.3175607474865737,-0.03165191352427171,-9.063793229217627,eos_token,eos_token
summaries,summaries_012,12,Summarize the differences between correlation and causation with everyday examples.,453,484,31,6.843267108167771,59.909016847610474,45.49069380760193,-14.418323040008545,-24.067033309333354,0.4864412350107239,0.4094735572407068,-0.07696767777001712,-15.82260553390798,eos_token,eos_token
summaries,summaries_013,13,"Summarize plate tectonics and how it explains earthquakes, volcanoes, and mountain formation.",458,500,42,9.170305676855897,55.1423819065094,48.66226410865784,-6.4801177978515625,-11.751610238451821,0.3188332286724357,0.3811632158756256,0.06232998720318994,19.549401253665064,eos_token,eos_token
summaries,summaries_014,14,"Summarize the Paris Agreement's goals, mechanisms, and criticisms in ~150 words.",189,241,52,27.513227513227513,19.045096158981323,19.254921913146973,0.20982575416564941,1.1017311354802448,0.4781123920092507,0.4220868806621345,-0.0560255113471162,-11.718063008505371,eos_token,eos_token
summaries,summaries_015,15,Summarize how electric vehicles work and the lifecycle emissions trade‑offs vs gasoline cars.,546,579,33,6.043956043956044,65.62135076522827,65.44450521469116,-0.17684555053710938,-0.26949392000448896,0.4120623782659188,0.4766235827164329,0.06456120445051411,15.66782309081622,eos_token,eos_token
summaries,summaries_016,16,"Summarize quantum computing's basic idea (qubits, superposition, interference) without equations.",266,340,74,27.819548872180448,32.22073483467102,28.3039710521698,-3.9167637825012207,-12.156034934022049,0.517893334752635,0.4676971056882072,-0.05019622906442778,-9.692387543161441,eos_token,eos_token
summaries,summaries_017,17,Summarize photosynthesis and cellular respiration and how they are coupled in ecosystems.,502,441,-61,-12.151394422310757,53.54990196228027,44.68049478530884,-8.869407176971436,-16.56288219391869,0.2917719517808511,0.2914603935077347,-0.0003115582731163524,-0.106781433655543,eos_token,eos_token
summaries,summaries_018,18,Summarize the role of randomized controlled trials in medical research and their limitations.,486,554,68,13.991769547325102,51.882404088974,63.10978627204895,11.227382183074951,21.64005770399715,0.5212859409581486,0.5623948839812503,0.04110894302310164,7.886064018442821,eos_token,eos_token
summaries,summaries_019,19,Summarize cloud cost optimization best practices for startups in ~150 words.,246,252,6,2.4390243902439024,30.036576986312863,19.73379397392273,-10.302783012390133,-34.30078939116441,0.6050055596402021,0.5401678255626133,-0.06483773407758875,-10.716882356609727,eos_token,eos_token
